Sample ID,CD10,CD29,CD73,CD105,CD34,CD44,CD45,Confidence Level of Viability (%)
SMP_0035,83.07909167146512,74.61749296316579,95.13283744715893,73.86440027686938,3.878238555449165,71.09303914737723,1.6651717537448594,64.10069992758004
SMP_0036,81.18933275742951,98.88099726203599,84.00972449198133,87.91772382844538,1.8155465800484456,80.55630123765789,1.9439294939793195,87.62393368183112
SMP_0037,97.92987587841948,91.33156255291425,82.86554452029095,78.36193505753735,1.4499234971359503,98.16793236662373,1.1656113799299381,84.35246152975915
SMP_0038,87.0952536737673,87.34262852326216,80.88447040487887,85.60993456939617,1.479704018113084,93.47678085512624,1.2534012972762372,78.72006067497398
SMP_0039,88.06632772330572,96.00010871896302,89.09748738172154,81.73435340245277,3.2875598479581907,89.0876347812436,-0.06659221381407199,79.38812246210449
SMP_0040,90.68888390334331,100.67247017537929,76.87760655268526,78.53353639041794,2.547771560453969,87.95687020122386,2.0498762739979943,79.07898140599143
SMP_0041,77.89325027340726,70.38661901358476,90.77292457635806,80.1738309894243,2.4369254985353845,86.99450090606541,0.7122548934519393,71.32482160521974
SMP_0042,93.76145954561017,93.0398455494545,87.34484143299669,86.35472820451312,3.192851373885773,91.5875483450987,0.5332644207874793,83.4183832692701
SMP_0043,72.45521410752463,80.01345552432757,94.80783819892633,77.31105416278706,-1.0765786117807825,75.43371214278095,0.8723969327801877,67.78598058226422
SMP_0044,81.1561679498074,93.49377354759258,83.96849613721005,80.50712997385854,2.465103235812726,66.44913934224994,1.7558367070927154,75.06933788213395
SMP_0045,82.70484163410549,90.89549041662205,86.78009028749496,88.97964028758686,2.3278533333105735,80.69003500737061,2.104023023771774,73.88449921251153
SMP_0046,87.90861682485253,94.45008568508385,94.73321999976021,100.61487924924587,4.503212121951058,71.8241841322231,1.062704339737922,71.00264376780781
SMP_0047,86.09359133070744,86.50526669853741,96.29881388066892,87.86553291731803,-0.2928819733955006,69.44979244622816,1.4990420863018277,76.9067781027818
SMP_0048,84.16592629650803,76.88731921726594,83.91908580548908,79.49643014693628,4.335779948565137,72.79721423412069,1.021602024342752,71.45192302483343
SMP_0049,84.94001327686138,86.84742266120332,89.09068739552296,82.79731497956614,2.1131136933869987,104.85313924533686,0.481102263490908,81.90667102052227
SMP_0050,80.10988488238716,92.84793344597848,89.76651386610429,85.18953403691548,2.7334842959900674,81.36124634075844,1.7383718353941453,71.43739831174128
SMP_0051,77.51383802757914,97.10774630072656,90.24192043372689,82.90345029618575,4.513878181414065,83.61907836360989,0.6889362598218055,87.67008024074808
SMP_0052,88.6325581116803,81.79718089669232,86.42454604410626,90.4183490004216,2.8411419020083595,67.77637192995746,1.7677653866859413,73.6364934171736
SMP_0053,88.46853056268093,97.18942298811112,95.68830038874181,86.30484089808535,2.6005524341938413,61.5624704120737,1.6492706648845419,69.93629300134815
SMP_0054,92.92247187578529,85.46489397247436,76.66177909827073,90.44711430945922,2.363436778703478,71.80947356881194,1.307018131978604,71.4761960808843
SMP_0055,81.04991451592396,92.53714917116169,85.4732185911935,83.11333725821423,1.2747827975084345,94.38195585208749,1.9144873781271765,80.9766894743248
SMP_0056,88.46407605150462,86.43074232994057,90.68758439663767,92.95300131832754,1.9572663132344106,83.34275466076521,2.116173016592869,71.00313050203674
SMP_0057,83.58146635817634,91.2751943939847,90.74334887169606,84.00108649431073,0.9267308508158771,85.98595091444392,0.9123783185178442,81.81917068596454
SMP_0058,90.9523749259674,96.24314344199192,96.11655418368858,79.17286078517205,1.933149650861777,87.38566039202061,0.5956029407917844,88.32019852776628
SMP_0059,90.10981388339071,81.41090145898025,95.18935235920772,98.06392228625333,-1.503896045582645,74.08650620201722,0.06786508137176384,80.74493368113686
SMP_0060,86.05604699612229,85.24065872277218,86.28675024815666,74.0501335182333,2.643559351351323,93.87965583973367,2.122341127715128,73.15447546797652
SMP_0061,83.30234921667007,91.29473811139461,95.79922746118363,80.56756764817044,1.8173941193245617,73.67192400777817,0.7801589955407752,83.91006385814856
SMP_0062,89.8046608930413,106.81108562721246,83.71574953733527,81.23783288901764,1.4956943949998536,94.06232359262553,1.5675184285508696,81.20599960289982
SMP_0063,88.23452261628283,83.9576720148322,93.58532429675103,100.04983763833938,2.3296371259102147,84.42302156135341,0.6293723162452585,87.64697333667132
SMP_0064,81.57779798956909,104.28093720197843,98.86313487052595,95.84115330487907,-0.1503458844481611,62.109548457536775,1.7691328204560175,72.60757378096542
SMP_0065,78.36100663260285,104.0309631257262,95.28966464112982,93.96356886185319,4.8939049949319235,72.51990513399465,0.6499412040922934,81.60280521614719
SMP_0066,83.55733549659102,89.31882194508886,88.63462230114474,83.01604802574201,1.8458488077686006,62.15061467127896,0.4041404331913284,73.85999530005991
SMP_0067,92.57706907674104,87.9129323166007,86.00932736936727,99.55706802305065,1.7812333505417157,91.63282132794208,0.8957467845231248,76.13677575698907
SMP_0068,90.73243579366519,85.15554360934716,78.82845222244428,87.21011202304582,0.5519056848006165,79.752645791976,0.7341121495191814,78.09986300178741
SMP_0069,79.4383626516471,89.52258228767131,89.86323782748522,90.86358022181874,2.0359195736738918,57.716575600502196,1.2981498927306063,74.2312091601825
SMP_0070,79.16121292050039,80.1529639720831,81.30869663217449,86.07817228663724,4.080439835409921,83.75746881719658,0.9743025364037382,66.0364682161016
SMP_0071,91.37341924839743,89.46632687875582,83.24119201831638,84.7032005720605,3.553874314148051,74.6283573761168,1.3138511972759608,76.19576439513621
SMP_0072,79.32182047621086,100.478161916956,80.85552519557997,83.48932795644173,3.2816566267108342,65.16194144966677,0.854489263457353,73.92759502043728
SMP_0073,87.54647661821004,85.72240456266297,85.23764600406007,83.74216003948503,2.8195984275009076,96.77965836968697,0.6674463144905973,74.4343092079546
SMP_0074,81.91964392331838,88.31492987207665,87.8321835130781,88.65094989206847,1.4621862086560853,81.07285866096579,0.7082197260519633,85.95792967383139
SMP_0075,93.08522462260841,78.0920166801293,89.64168748699423,87.20319879265233,-0.17524475055505295,77.06568597686687,2.022469399015513,80.47030329170862
SMP_0076,81.1478760043106,92.6184346169173,84.39696018751621,84.81117177877789,1.6984418422000473,76.00575219013983,1.112585466113468,72.44676537845386
SMP_0077,90.71680765102914,91.85137179465961,94.4157022383711,94.05714395619313,1.6461928031994841,64.86720530842229,0.008118895273477755,76.9675176142481
SMP_0078,85.92429327030182,90.44591651836039,86.7507684520602,67.19948158755562,3.5731916595068616,66.9545110041589,0.7398954932729596,69.03408371462668
SMP_0079,86.26097427117143,88.48221064844499,83.27366540040688,88.05932348752717,2.4640856636897306,92.84916784875084,1.0484330162379378,84.22775428380143
SMP_0080,75.148457093243,87.95069456859282,89.35775360346062,89.30643223995388,4.418467291855322,75.26117130214281,1.9226998406251894,83.52132223903132
SMP_0081,73.9854332339714,93.5133016359047,99.78131700126289,91.88177720953102,3.796232810057262,80.22067700936863,1.5143493579449498,79.54231608466678
SMP_0082,83.89717029866343,89.79828378887964,90.01096339921071,84.61077135367984,1.3152565857438565,59.55669523798925,0.5391410817590425,77.14967596475405
SMP_0083,86.23453031708306,92.20480310088732,85.82286623575835,86.24752040430374,-0.6926937949298027,66.81907964204494,2.2091778767862253,73.84475767141353
SMP_0084,79.37401086131138,91.50487972218184,78.83523186328777,90.91569029988833,4.078362850912222,86.09812519874752,0.9844198175992612,75.64141074594849
SMP_0085,79.5565329476183,97.86399100967033,86.68352607416757,93.94699842568107,4.0390778348461165,83.77711760113834,1.6231649055374722,88.7850125623718
SMP_0086,87.80736314913067,94.73895868162538,89.40956875052869,83.19678408892739,-0.04931738635333893,97.53375198724316,0.4224957513000487,83.73508773015968
SMP_0087,87.81427240228565,91.35003290205134,85.67451465246658,86.60185469876537,4.263860029741251,93.42956331631227,-0.19908154762544883,80.23149278498931
SMP_0088,84.31129469806037,100.62895421456525,78.00769217055401,95.07144378609254,2.573175755888777,77.69289027515177,0.2957842548158196,80.74527841163842
SMP_0089,88.90100860593037,92.94187970339593,82.89660766297939,72.25583754472689,2.2410282471884795,84.7295356471327,-0.625166738097853,72.778463204789
SMP_0090,79.12898852139926,99.13473882153293,96.72723076532654,80.8599244011125,4.4221748813709905,76.83396557096926,2.056044663626454,77.75525466746011
SMP_0091,83.22032541456515,94.24859825870647,96.60400602238276,93.79501587161778,4.017027759845922,100.54809818638648,1.107266459443208,95.48412362669436
SMP_0092,93.23938802891837,77.1065664474792,82.68016498477242,91.55522700164983,2.976996427992806,91.490146960524,0.5376779907759843,79.10325974238924
SMP_0093,85.34161064969909,99.13384334323531,92.03654072319654,88.13467126556017,2.7098255987179747,81.69685090857752,1.2263120149900604,87.52974953113518
SMP_0094,85.631562572935,90.94623368939868,80.92856329137896,82.30841876134528,2.9245914357955387,82.00394784876352,1.0946670180900828,72.0916386983692
SMP_0095,96.5297329298387,89.63631660369455,96.42589769196971,79.70908900608748,1.399913849176211,94.44850287259808,1.3104666978069957,83.71853822384276
SMP_0096,78.00328917075615,91.96943843242704,89.47141508736541,81.45270628454576,1.9173478254015186,85.79577847113848,1.6047657005681342,87.81102528013727
SMP_0097,88.98215183321055,87.58511786630052,93.6978489916992,94.28804932491215,0.646524268108186,95.58628017070086,0.8550394234874923,79.88702112485662
SMP_0098,93.3199313990405,91.58920202272262,77.70943991690477,81.22934386506792,1.5004403363916219,58.06352073741127,0.5600803469495066,63.51515125208894
SMP_0099,83.37571036750727,85.85686753559835,92.06582261154932,85.60853778543795,1.4500491819966004,84.61228261498798,1.4138876071859587,78.77932722375976
SMP_0100,89.29815393427423,98.9199058111406,87.95395561789297,80.47775413082952,1.047041945567503,74.84565135318616,1.401166388942233,75.9651435859668
SMP_0101,80.08990251394547,89.20488320465265,93.11157442474506,90.05664418059416,2.2051197539726948,97.56377987627992,1.0503679040606724,77.34295916602875
SMP_0102,81.56633802216324,87.32191310094296,93.4892067885871,81.76764231792136,1.5140287239491341,95.4639868718983,2.0887770943403865,89.02960972817944
SMP_0103,86.92483208023818,83.52551928996508,88.3947081368485,84.41443665907352,2.7533520805279608,80.32835809101307,0.7810889385691739,83.95996577743854
SMP_0104,88.99283336555295,91.8814305240405,84.3950221654245,74.89970720174304,-0.43348091994064797,95.35630978811031,0.5500710141823659,81.30230525401458
SMP_0105,90.60468256203123,91.30974970087564,92.67817709307697,75.31979058277037,1.8299678088390505,97.83114519992506,1.2090457137533008,87.92825164191017
SMP_0106,92.84814293469746,92.71897229574255,87.63907300356924,85.04603915992904,2.1973274602662434,80.74406671926147,0.6625310715432509,84.38715018919005
SMP_0107,84.66276720722409,82.8092367874641,82.76329027883415,77.04905706881343,1.534056140244679,104.71933772431858,1.2477582620724479,83.48235618251529
SMP_0108,90.96805877586294,78.791731608319,82.47908661125389,97.63051983600701,1.741410950286153,79.68658847330278,0.5834958720802801,66.36482237877033
SMP_0109,83.28847578275426,94.37913911754592,79.13701350212571,72.6308613273265,-0.37786901609478596,77.85479049664092,0.7998788585340573,68.74595738423072
SMP_0110,89.51045655794134,100.39249303313555,84.93825304262162,80.19894820801538,2.534715657004238,88.65872588584344,1.9454202100195825,73.45427175662793
SMP_0111,86.03744398926091,82.81552464327072,94.61615227644627,85.1002052036053,2.9714089738506058,76.46209268857686,0.7972063216261606,67.90983848768629
SMP_0112,87.22838953540962,101.1260889849319,89.06697879823261,82.80920237322529,2.7403059413056505,80.85339775794894,0.6005742279913518,77.15902899420578
SMP_0113,87.1175393701102,91.98737741115467,84.82139376446176,78.37512726001648,3.5580905891632746,94.0943442405091,1.58533939435325,78.27920397014326
SMP_0114,76.97647495101094,89.9505596681442,92.82913562908048,79.2524329630284,2.302294408673753,80.1921885221727,0.47447902485665316,73.63853317391045
SMP_0115,79.37939070569614,87.21715912417956,83.00514026965966,79.05607553500457,2.7180217709764056,63.049822070246925,0.6535283849264659,63.31617079189375
SMP_0116,85.51270719908761,80.30837386402503,88.57210164599667,83.27966983107962,2.234136107685279,83.67319387849197,1.2882805602544973,76.18692277680125
SMP_0117,76.56360460179415,96.9140996114722,86.92221776364691,96.71157453710454,3.0313260793887413,73.03706420947606,1.469205711936646,74.12770785714808
SMP_0118,89.15605551599877,84.57075546993678,92.67478375353011,85.46762377934925,-0.3658444541981831,88.65271157294546,1.6102381955405374,84.7135913976426
SMP_0119,89.35777983144071,84.5413532698368,78.536629774483,92.09740293632514,0.6596285480329835,86.96189715826246,0.6263890838897577,67.51300458708623
SMP_0120,86.63585276438896,96.94348416920869,82.89881352511206,88.04185807496884,4.380349485549637,94.71400348166522,1.29800433649306,88.29968052024405
SMP_0121,79.39432993621038,76.81911587329792,78.1705260454328,91.68317438789332,-1.6906537331443081,89.07532300792697,0.7669459002279102,81.64225788424754
SMP_0122,91.90069469434258,79.33481532532284,86.44241966914439,68.2002141844385,1.789733105261984,90.90244283658065,0.6971721832446838,79.06499014567427
SMP_0123,95.1860531985918,89.87306029544342,95.26856502179459,83.17325187311063,3.758412439412102,73.30903239862286,1.6016063911461427,81.27905672594828
SMP_0124,85.73538413722987,92.05299100303397,84.96731674207884,92.84281253890428,1.860109001687353,88.03986495890503,0.725222802070207,87.62236871846993
SMP_0125,87.55267689225619,93.39314253578247,84.9358963708261,81.569585063504,1.3924833928239537,99.6845128936029,1.13910229801049,77.07737543329107
SMP_0126,86.00869327398021,87.88741054622623,93.23034654510482,95.57483898921767,2.1941325152229507,73.11350091363232,1.0777897346153194,85.73357725568897
SMP_0127,87.651845944994,107.71258768049182,94.4112973507318,93.90334092260657,1.4703197299963302,97.99738291727098,0.4646228118307487,94.92231053374663
SMP_0128,84.40220621686802,88.40475208863916,87.46857359638726,82.18521570323523,2.0462742391354087,74.5064990879867,1.4830464276781603,78.77536140771241
SMP_0129,84.82717880078098,88.38449693528095,92.10828912429935,81.98101888572187,0.9749284452198057,71.48028754950026,1.2801404468394768,73.08317683100204
SMP_0130,89.52858800248683,84.42109331830285,81.53827275473232,78.9183649458732,3.663011629933586,82.96200443354839,0.006854694064789557,75.06737623222762
SMP_0131,96.7281208094822,90.8673477156475,96.26784600355248,81.22243460881721,4.134897381598492,87.1591041612881,1.1387105556186716,84.15263739233397
SMP_0132,77.9996438279913,94.30472862432742,100.8922377636223,77.60446561498651,1.799914516832566,89.11750123972266,0.6135132829166895,85.98900402657405
SMP_0133,84.48093757798516,98.42504638173422,91.12729474713235,87.57286708259804,-0.07973413103686511,70.38237579226798,1.548537653206314,81.61991089467864
SMP_0134,79.09769757383958,79.57501014891848,75.4940102719432,76.26372103992139,1.2142352445299072,84.3454009725429,0.27730008160962094,64.86961616065841
SMP_0135,92.96012449288041,88.2780326315101,84.65061842561329,88.62239809714133,1.7240170098455536,73.14445428516495,0.8217615156852279,72.02863632648206
SMP_0136,82.06131015340051,93.12692527566401,91.67695193001593,88.76847218140149,2.758308315354812,65.11077743929424,1.181012275494233,74.35928311310587
SMP_0137,77.78399603107103,94.10940274216175,85.47110201700183,75.03277356889646,0.487980165243983,70.71263684467215,1.0271701470709376,70.37811419783738
SMP_0138,88.19093499424287,90.04584060463178,95.63319132550059,94.29891163797004,0.8462565220367739,72.49099634044182,1.3814791283569856,72.50432222482449
SMP_0139,93.72155557371556,93.79696778672471,91.52894358661518,88.08165576649134,2.766014206788211,85.21595160352507,0.24078900699535544,74.47646077906913
SMP_0140,88.31798934280381,84.3372527495194,83.76114699540523,89.49818812866921,3.4083632480593367,91.52213663068669,1.825957168433689,75.83183594479449
SMP_0141,86.02398938640958,100.90533802622849,88.19358886462751,80.44800879074337,1.0676089322439737,65.26793370124733,1.2625723293941358,75.8087282660955
SMP_0142,87.04570461387996,96.94839672085601,82.63700067616546,88.73427471083872,0.00017441907350601582,83.51961074208056,1.679859106500448,71.34987231289881
SMP_0143,92.07420331412777,80.5855054905438,86.90449072952535,91.7583606983324,6.926177301931826,68.23301814229093,1.4371200846166208,79.03721846889134
SMP_0144,80.62900364992925,82.47427866318272,84.67244055740468,84.40834960597194,3.1749563556330704,86.29085409014,0.9941949427724782,80.50602872592972
SMP_0145,84.44076447956843,82.67154774925166,95.04857080139823,97.01153475549017,1.5994943573494527,73.77269418996252,0.35790089454441965,80.56545697018869
SMP_0146,82.73654925745234,94.7457897962757,100.69607234098598,85.26438780947763,3.30354691329626,69.48670981976721,0.7182234093756495,73.44652675321726
SMP_0147,79.16067346354144,81.00690563507773,79.41287000058549,91.84471480271485,1.8133150554283668,87.99664515347575,1.7947816664312888,77.07627789988459
SMP_0148,83.35812370291599,87.68282966054343,76.4607022827415,86.75805284355194,3.3007353336502794,74.13077394554905,1.6927188908281912,72.61882638012987
SMP_0149,90.53860547991225,93.18293077491742,86.52896546889168,88.51312919714121,2.2390897966643335,76.84036048647302,0.690200009948155,85.51609576185099
SMP_0150,87.83301074196363,89.53683845817496,78.8895058070279,74.97200639419137,2.13690784725136,57.80010912443623,-0.4091521431010894,71.56178635028006
SMP_0151,88.22155250054101,91.81221260998895,88.2772696220255,87.22632242929218,1.829627197653817,89.46551361423474,0.8936551328474406,81.9877061620872
SMP_0152,85.73237805826659,82.5393810205587,92.49361668283557,80.59014939245641,-0.17107200019463464,88.20908521169108,0.8561485559354418,84.43483615846138
SMP_0153,87.61661891364294,94.16398061378071,96.96485138360094,79.92161016533387,4.9071423490897095,80.05457844281314,0.8751136939798083,74.24919459467013
SMP_0154,80.99704828825948,85.70751675266803,89.20836735229169,95.46461910679587,0.587699119598385,64.7241905864424,1.2642696009157008,65.39862967740308
SMP_0155,83.45245057036385,87.72766227921441,86.84106865090253,83.71737851162591,-0.04003536446589173,92.09369178334762,1.4381062896608316,82.89561981241211
SMP_0156,85.96002118484338,91.66412209534191,76.1296905005615,78.98018901414702,1.680710175865449,73.33736613639209,1.495149773549762,65.76754866851246
SMP_0157,86.38757929440945,90.72154755071594,88.1571108951148,82.84521023134675,0.5577922797342398,75.46646549899413,1.2228545700676834,69.62330805685025
SMP_0158,86.60093927460936,90.16786013310914,88.42772356329677,77.19729862646852,1.9224308141595934,103.12044056359531,0.099614649038682,87.52468613638328
SMP_0159,84.3083235899181,84.74561224616271,91.83374088527647,93.60330680917762,3.031645772842653,72.9636355589077,0.8294001336533522,71.93564536378277
SMP_0160,83.11288299434835,87.90315412160565,83.74907139082545,80.82591553500092,3.4929543507938345,87.422099624265,2.1520448917745947,79.43183762225418
SMP_0161,100.78885641522149,90.01528513585926,85.38968439858485,88.17579960366201,3.2220960824325227,85.62092262082618,1.1871083674012393,85.68615755212818
SMP_0162,89.533936364662,80.37440336783041,79.13198646817489,93.13664028526195,1.5415519178214796,83.90172192880085,1.1839097842219326,71.08033362868382
SMP_0163,87.0657373797631,86.76226923580634,74.2522431586956,81.99908391271163,2.074387741492379,82.8200054255451,1.179742969886929,68.61315789168584
SMP_0164,83.83395750896803,92.71375915322993,81.3490174552193,88.19213459363672,2.6118185763462365,83.76388561889199,1.2076898112529948,70.7702150237009
SMP_0165,82.74390586528062,81.0579437730826,78.5780451144819,78.81948367057342,-0.6366811359131086,82.71940590940541,-0.19155609054296163,66.57360839071093
SMP_0166,84.34599703136521,98.09607156115968,90.02027377252367,99.6746174146821,2.8558770501797897,79.48081641223939,0.8802378415444657,73.32036568009752
SMP_0167,86.46414421793342,98.8872928381989,84.89119565999886,90.61828080769973,-0.18594893137574742,95.11283124110741,0.9810535841026553,75.8087811577733
SMP_0168,75.59782227968459,81.2839459682794,84.77057721955127,83.84436136743517,5.060519898359734,66.87339439200721,1.640747699626706,69.37222786106102
SMP_0169,77.15305202312658,99.50333743135097,82.09352172294872,80.36299761466621,1.393227373037457,90.21458104015376,1.0238364473111479,77.41238639256134
SMP_0170,81.81558805530521,88.99492887901506,68.6046074049254,84.31602068296225,1.7226872342081132,88.22342298687552,0.1767443066990294,77.35561202121801
SMP_0171,86.03569718389284,92.92960191409938,97.0498644924853,82.96009766589088,0.845439351143217,86.98399121329402,1.215044578085876,89.01345261924091
SMP_0172,83.80363426424074,86.52344263510227,81.99837686333927,96.71766732399703,1.0550449522164655,91.16979427640129,0.5980876758786273,83.8093705378862
SMP_0173,92.39060613049742,96.46131379058733,85.52547958090055,77.64679166671058,5.41114035371486,79.07400604731608,0.39160717945929113,78.00209598982022
SMP_0174,77.58801606502115,92.84265813194067,79.27064700826413,85.80880853974122,3.4105545329349463,61.31025924173123,0.5829204766417095,64.4969130884395
SMP_0175,81.24327265198315,84.30092720381677,93.8315820606438,84.88997160019774,-0.3238036677217577,79.27707340285514,1.2712521148322578,80.73659408072112
SMP_0176,92.6004587049555,81.84358600024298,88.86057362222395,84.29553819793078,4.2563193510278445,70.08805782375445,1.6293806198800342,70.38745208622812
SMP_0177,85.65559662337573,79.77788295353544,83.0418082884048,84.34830007036994,3.7898634127121476,72.68140790141936,1.2414649725887934,64.6228628171268
SMP_0178,89.42421291400579,91.3155924350293,85.64662233193586,84.3035751392771,1.5781813065675674,67.57580326167589,1.3160116118085108,79.21477286780049
SMP_0179,95.25623471634732,94.00729988245816,98.06907953274921,90.2383963979926,2.4600454130447567,75.22655141556166,1.2365226364190005,77.40655341203679
SMP_0180,81.53097791049089,94.55675975145608,87.56218340871233,88.65390667895461,1.9775838808683885,74.03376306016551,1.0506635884302342,72.31023600443798
SMP_0181,84.50342831103984,89.17413233774836,86.90959877430457,87.51346966823672,4.958869856670399,56.22430170072897,1.3484653174813788,76.42700021434791
SMP_0182,83.63786549534564,81.90102481034945,82.3517110831644,66.79606382712839,0.8055647165118645,87.00221911282289,-0.2093877335347103,80.44999040841977
SMP_0183,75.22703497758363,85.22547641383352,76.63251309716618,86.79876924497898,2.2190159146635904,102.20321858004883,1.0555441756524166,76.27757943759957
SMP_0184,83.44801598122015,98.06644047273348,87.03976795852394,75.0661638389795,1.3577820035107928,86.06237193496288,0.4775374826888742,77.3910838551198
SMP_0185,89.40531093690333,86.60760004779944,89.95291067394771,88.87792097881496,-0.14956060692678141,77.97076043465772,1.5814512862720695,78.08007748072957
SMP_0186,87.7029477090612,91.00392341477033,94.59750678596602,93.84698420542308,5.287457382582481,79.45253604323784,0.9264223473915698,84.16143069723788
SMP_0187,88.09541584694006,82.47044661497578,74.50902079300207,79.44256532446869,0.22765013134638146,75.79014131986824,1.0154740441339152,63.20239891375423
SMP_0188,83.1224550968025,92.35608131821324,81.24942203786182,83.42931566594376,2.3301937812316638,80.90041583866959,0.2474640628730983,77.80637933776087
SMP_0189,81.7195138199718,86.79620806824646,84.5155534566613,81.40386576968201,-0.611050909570503,79.62991905926766,1.5084154445064257,82.63571338591586
SMP_0190,91.3462783594931,97.32698899643034,87.97911490856079,92.41259065454081,1.4013941911353602,71.58951569601706,1.3136640601369047,73.57221792384937
SMP_0191,82.51341426821165,95.4149039434477,87.12979785082946,85.57016731163243,2.6329532321501863,96.8288838894783,1.2784739411702515,90.684782938539
